model,pretty_name,SingleOp,SingleQ,MultiArith,SVAMP,GSM8K,MMLU-Math,BBHDeduction,BBHCounting,BBHNavigate,HotpotQA,SQuAD,DROP,Winograd-WSC
Llama-3.2-3B-Instruct,NVFP4-RTN-WUSH,98.0,97.0,95.88235294117648,89.05660377358491,82.08955223880598,61.79775280898876,67.0,67.89473684210526,64.0,72.92817679558011,72.67080745341615,49.282296650717704,53.333333333333336
Llama-3.2-3B-Instruct,MXFP4-RTN-WUSH,94.66666666666667,99.0,97.05882352941177,84.90566037735849,77.23880597014924,45.31835205992509,54.0,66.31578947368422,57.49999999999999,76.79558011049724,63.35403726708074,51.196172248803826,55.38461538461539
Llama-3.2-3B-Instruct,NVFP4-RTN-WUSH,96.0,96.0,96.47058823529412,85.66037735849056,79.8507462686567,49.063670411985015,71.0,66.8421052631579,65.99999999999999,77.90055248618785,68.944099378882,55.02392344497608,62.56410256410256
Llama-3.2-3B-Instruct,NVFP4-RTN-WUSH,98.0,97.0,97.6470588235294,87.54716981132076,84.70149253731343,57.67790262172285,63.0,70.0,62.5,80.11049723756906,73.29192546583852,56.459330143540676,60.0
Llama-3.2-3B-Instruct,NVFP4-RTN-WUSH,98.0,100.0,94.70588235294117,86.0377358490566,78.35820895522389,56.17977528089888,70.5,74.21052631578947,64.0,69.06077348066299,70.80745341614907,46.889952153110045,60.51282051282052
Llama-3.2-3B-Instruct,NVFP4-GPTQ-WUSH,97.33333333333334,98.0,96.47058823529412,86.41509433962264,81.34328358208955,62.172284644194754,63.0,72.63157894736842,64.5,74.03314917127072,72.04968944099379,56.459330143540676,58.46153846153845
Llama-3.2-3B-Instruct,NVFP4-GPTQ-WUSH,96.66666666666667,100.0,98.23529411764706,84.15094339622642,80.59701492537313,61.79775280898876,71.50000000000001,74.21052631578947,58.5,79.00552486187846,73.29192546583852,42.10526315789473,65.64102564102564
Llama-3.2-3B-Instruct,NVFP4-GPTQ-WUSH,96.66666666666667,99.0,96.47058823529412,86.79245283018868,78.35820895522389,55.0561797752809,64.5,71.05263157894737,65.0,77.90055248618785,80.74534161490683,54.54545454545454,63.589743589743584
Llama-3.2-3B-Instruct,NVFP4-GPTQ-WUSH,95.33333333333334,100.0,98.82352941176471,87.9245283018868,77.61194029850746,50.187265917603,61.5,63.1578947368421,64.5,72.37569060773481,71.42857142857143,57.89473684210527,63.07692307692307
Llama-3.1-8B-Instruct,MXFP4-RTN-H,93.33333333333333,96.0,94.11764705882352,86.0377358490566,77.61194029850746,50.56179775280899,64.0,67.89473684210526,71.0,83.97790055248619,75.15527950310559,66.02870813397129,66.15384615384615
Llama-3.1-8B-Instruct,NVFP4-RTN-I,97.33333333333334,98.0,95.29411764705881,90.18867924528303,86.56716417910448,59.55056179775281,74.0,82.63157894736842,71.0,85.0828729281768,81.36645962732919,77.03349282296651,68.2051282051282
Llama-3.1-8B-Instruct,MXFP4-RTN-WUSH,98.66666666666667,98.0,96.47058823529412,90.18867924528303,83.5820895522388,54.68164794007491,67.0,78.94736842105263,62.5,87.84530386740332,76.3975155279503,73.20574162679425,75.38461538461539
Llama-3.1-8B-Instruct,MXFP4-RTN-WUSH,97.33333333333334,99.0,97.6470588235294,86.0377358490566,83.5820895522388,52.43445692883895,70.0,74.21052631578947,65.5,87.29281767955801,73.91304347826086,75.11961722488039,72.3076923076923
Llama-3.1-8B-Instruct,MXFP4-RTN-WUSH,98.0,95.0,97.6470588235294,88.30188679245283,83.5820895522388,53.18352059925093,73.0,73.6842105263158,64.5,78.45303867403315,73.91304347826086,62.67942583732058,73.33333333333334
Llama-3.1-8B-Instruct,MXFP4-RTN-WUSH,97.33333333333334,99.0,95.88235294117648,86.79245283018868,82.83582089552239,47.19101123595506,69.0,82.63157894736842,76.5,86.74033149171271,80.12422360248448,75.11961722488039,71.7948717948718
Llama-3.1-8B-Instruct,MXFP4-RTN-WUSH,98.66666666666667,98.0,93.52941176470588,85.66037735849056,79.47761194029852,50.56179775280899,68.5,80.0,64.0,83.97790055248619,70.80745341614907,71.29186602870814,69.23076923076923
Llama-3.1-8B-Instruct,NVFP4-RTN-WUSH,98.0,98.0,98.82352941176471,90.18867924528303,86.94029850746269,55.430711610486895,71.0,78.94736842105263,73.0,80.11049723756906,83.85093167701864,70.8133971291866,66.66666666666667
Llama-3.1-8B-Instruct,NVFP4-RTN-WUSH,98.0,97.0,97.05882352941177,90.18867924528303,83.95522388059702,58.80149812734082,73.0,71.05263157894737,67.5,87.84530386740332,77.01863354037268,75.5980861244019,69.23076923076923
Llama-3.1-8B-Instruct,NVFP4-RTN-WUSH,98.66666666666667,98.0,97.05882352941177,87.9245283018868,85.82089552238806,59.925093632958806,69.5,70.52631578947368,65.5,82.87292817679558,78.88198757763976,76.07655502392345,64.61538461538461
Llama-3.1-8B-Instruct,NVFP4-RTN-WUSH,96.0,97.0,95.88235294117648,86.0377358490566,85.82089552238806,55.80524344569289,80.0,83.15789473684211,66.5,82.32044198895028,71.42857142857143,67.94258373205741,71.7948717948718
Llama-3.1-8B-Instruct,NVFP4-RTN-WUSH,96.66666666666667,98.0,98.23529411764706,89.05660377358491,83.95522388059702,59.55056179775281,77.0,78.42105263157895,77.5,87.84530386740332,85.71428571428572,75.5980861244019,71.28205128205128
Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct-BF16,97.33333333333334,99.0,99.41176470588235,92.0754716981132,88.80597014925374,69.28838951310861,79.0,87.89473684210526,75.0,86.74033149171271,80.74534161490683,76.07655502392345,77.94871794871796
Llama-3.1-8B-Instruct,MXFP4-RTN-H,96.0,99.0,94.11764705882352,85.28301886792453,76.86567164179104,46.441947565543074,65.5,72.10526315789474,64.5,80.11049723756906,72.04968944099379,65.55023923444976,70.76923076923076
Llama-3.1-8B-Instruct,MXFP4-RTN-H,94.66666666666667,97.0,95.29411764705881,84.52830188679246,79.10447761194031,47.94007490636704,68.0,74.73684210526315,63.5,86.74033149171271,70.1863354037267,66.98564593301435,74.87179487179488
Llama-3.1-8B-Instruct,MXFP4-RTN-H,98.0,98.0,97.6470588235294,83.39622641509435,82.46268656716418,49.812734082397,69.5,72.10526315789474,62.5,85.0828729281768,70.1863354037267,66.02870813397129,62.56410256410256
Llama-3.1-8B-Instruct,NVFP4-RTN-I,96.66666666666667,99.0,95.29411764705881,87.54716981132076,83.2089552238806,61.048689138576776,70.0,83.15789473684211,73.0,89.50276243093923,75.15527950310559,78.4688995215311,73.33333333333334
Llama-3.1-8B-Instruct,NVFP4-RTN-I,97.33333333333334,100.0,97.6470588235294,87.54716981132076,88.80597014925374,63.29588014981273,69.5,79.47368421052632,73.5,85.0828729281768,77.01863354037268,75.11961722488039,69.74358974358974
Llama-3.1-8B-Instruct,NVFP4-RTN-I,98.66666666666667,100.0,95.88235294117648,89.81132075471699,88.05970149253731,55.0561797752809,76.0,78.42105263157895,70.0,90.05524861878453,79.5031055900621,77.03349282296651,74.87179487179488
Llama-3.1-8B-Instruct,NVFP4-RTN-I,97.33333333333334,100.0,97.6470588235294,88.67924528301887,87.31343283582089,56.55430711610487,74.5,81.05263157894737,68.5,86.74033149171271,80.74534161490683,71.77033492822966,69.23076923076923
Llama-3.1-8B-Instruct,MXFP4-RTN-H,96.66666666666667,96.0,94.70588235294117,82.26415094339623,80.97014925373134,53.93258426966292,63.0,70.0,63.0,85.6353591160221,72.04968944099379,64.11483253588517,63.589743589743584
Llama-3.1-8B-Instruct,MXFP4-GPTQ-WUSH,96.66666666666667,100.0,97.05882352941177,89.81132075471699,80.97014925373134,52.80898876404494,70.0,74.73684210526315,65.0,82.32044198895028,72.04968944099379,70.8133971291866,72.3076923076923
Llama-3.1-8B-Instruct,MXFP4-GPTQ-WUSH,97.33333333333334,96.0,95.88235294117648,89.43396226415095,85.07462686567165,54.30711610486891,75.0,66.31578947368422,64.5,77.90055248618785,75.15527950310559,62.20095693779905,65.12820512820512
Llama-3.1-8B-Instruct,MXFP4-GPTQ-WUSH,97.33333333333334,99.0,97.6470588235294,84.90566037735849,80.97014925373134,60.67415730337078,73.0,65.78947368421053,70.0,88.95027624309392,78.88198757763976,72.72727272727273,70.25641025641025
Llama-3.1-8B-Instruct,MXFP4-GPTQ-WUSH,97.33333333333334,99.0,97.6470588235294,88.67924528301887,87.68656716417911,55.0561797752809,72.0,77.36842105263158,71.50000000000001,87.29281767955801,80.12422360248448,70.8133971291866,72.3076923076923
Llama-3.1-8B-Instruct,MXFP4-GPTQ-WUSH,98.66666666666667,98.0,95.29411764705881,87.9245283018868,86.56716417910448,53.558052434456926,65.5,74.73684210526315,68.0,83.42541436464089,73.91304347826086,70.8133971291866,69.23076923076923
